genome_fasta,cluster,super_cluster,rep_cluster,rep_genome,dataset,bai_gene_cluster
LiJ_2017__nHM412703__bin.14.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiJ_2017__nHM510831__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiJ_2017__nHM511712__bin.11.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiJ_2017__nHM511738__bin.8.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiJ_2017__nHM512811__bin.28.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiJ_2017__nHM612836__bin.20.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_012-22-14-0__bin.40.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_017-22-14-0__bin.11.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_023-22-0-0__bin.16.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_023-22-14-0__bin.35.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_023-22-42-0__bin.1.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiSS_2016__FAT_023-22-84-0__bin.56.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3992957__bin.31.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3992961__bin.96.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3992980__bin.55.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3992984__bin.66.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3992991__bin.20.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993000__bin.11.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993034__bin.109.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993041__bin.17.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993055__bin.70.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993056__bin.100.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LiuW_2016__SRR3993058__bin.73.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LoombaR_2017__SID1009_aai__bin.36.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LoombaR_2017__SID5039_iqx__bin.14.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
LoombaR_2017__SID5468_vbl__bin.40.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
NielsenHB_2014__V1_UC42_0__bin.24.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
NielsenHB_2014__V1_UC55_0__bin.47.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
NielsenHB_2014__V1_UC55_4__bin.20.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Obregon-TitoAJ_2015__NO02__bin.8.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Obregon-TitoAJ_2015__NO03__bin.6.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Obregon-TitoAJ_2015__SM03__bin.36.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Obregon-TitoAJ_2015__SM18__bin.55.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Obregon-TitoAJ_2015__SM44__bin.10.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinJ_2012__NLM021__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinJ_2012__T2D-027__bin.29.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinJ_2012__T2D-077__bin.30.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinJ_2012__T2D-095__bin.30.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__HD-11__bin.4.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__HD-34__bin.6.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__HD-35__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__HD-36__bin.27.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__HD-37__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
QinN_2014__LV-23__bin.23.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
RaymondF_2016__P14E0__bin.35.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
RaymondF_2016__P14E90__bin.82.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
RaymondF_2016__P15E0__bin.47.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
RaymondF_2016__P25C7__bin.8.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
RaymondF_2016__P25C90__bin.64.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G88690__bin.2.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G88814__bin.2.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G88987__bin.7.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G89057__bin.34.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G89178__bin.6.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
SchirmerM_2016__G89258__bin.27.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS12272136ST-27-0-0__bin.39.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.14.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS16644320ST-27-0-0__bin.42.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.25.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS25641480ST-27-0-0__bin.26.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS34525504ST-27-0-0__bin.11.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS38861560ST-27-0-0__bin.8.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS41711735ST-27-0-0__bin.21.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.60.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS44587603ST-27-0-0__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS51410669ST-27-0-0__bin.74.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS77321055ST-27-0-0__bin.49.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS85382779ST-27-0-0__bin.28.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS86168210ST-27-0-0__bin.45.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS92727331ST-27-0-0__bin.17.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS96422329ST-27-0-0__bin.34.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS97307143ST-27-0-0__bin.14.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
VogtmannE_2016__MMRS99045180ST-27-0-0__bin.37.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
WenC_2017__N014__bin.29.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
WenC_2017__N038__bin.43.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
WenC_2017__N040__bin.34.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
WenC_2017__RA069__bin.44.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_35366__bin.58.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_35541__bin.64.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_35552__bin.77.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_35665__bin.116.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_35705__bin.26.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36119__bin.47.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36157__bin.57.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36211__bin.70.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36439__bin.17.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36587__bin.91.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_36667__bin.78.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37101__bin.78.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37126__bin.64.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37136__bin.32.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37196__bin.23.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37264__bin.87.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37293__bin.51.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37299R1__bin.70.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37349__bin.73.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37353__bin.74.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37394__bin.41.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37545__bin.42.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37648__bin.75.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
XieH_2016__YSZC12003_37797__bin.36.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI003412-1__bin.28.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI003417-4__bin.22.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015213-15__bin.33.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015215-20__bin.29.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015216-169__bin.66.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015217-140__bin.48.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015226-14__bin.47.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015231-17__bin.1.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015240-26__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015242-30__bin.56.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015247-35__bin.31.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015249-37__bin.61.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI015271-93__bin.1.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017457-24__bin.24.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017465-43__bin.24.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017591-140__bin.20.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017592-142__bin.24.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017593-158__bin.21.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
YuJ_2015__SZAXPI017595-169__bin.7.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_DietIntervention_25__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_DietIntervention_49__bin.46.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_11__bin.38.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_139__bin.9.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_147__bin.27.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_154__bin.9.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_17__bin.46.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_223__bin.140.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_33__bin.6.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_342__bin.28.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_409__bin.23.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_422__bin.47.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_474__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_488__bin.31.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_504__bin.25.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_518__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_555__bin.12.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_631__bin.35.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_64__bin.17.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_661__bin.34.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_695__bin.20.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_704__bin.8.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_752__bin.12.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Main_788__bin.16.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Validation_47__bin.66.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Validation_5__bin.23.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Validation_53__bin.41.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Validation_6__bin.14.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZeeviD_2015__PNP_Validation_88__bin.3.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS11019776ST-4-0__bin.33.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS22416007ST-4-0__bin.18.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS22958137ST-20-0__bin.82.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS28384594ST-4-0__bin.40.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS41222843ST-4-0__bin.59.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCIS47284573ST-4-0__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCMD14479708ST-21-0__bin.19.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCMD46222674ST-21-0__bin.21.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCMD46947453ST-21-0__bin.31.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCMD50071957ST-21-0__bin.76.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
ZellerG_2014__CCMD93344354ST-21-0__bin.21.fa,Pasolli_15260,8,Pasolli_15260,XieH_2016__YSZC12003_37135__bin.19.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.68.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES23__bin.20.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES3__bin.81.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.93.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES38__bin.49.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.10.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.5.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ChengpingW_2017__AS121raw__bin.15.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ChengpingW_2017__AS136raw__bin.3.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
ChengpingW_2017__AS2raw__bin.36.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
CosteaPI_2017__alien3-11-0-0__bin.23.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
CosteaPI_2017__donald1-11-7-0__bin.40.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
CosteaPI_2017__scavenger-11-889-0__bin.4.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
CosteaPI_2017__SID713A057-11-0-0__bin.20.fa,Pasolli_15267,7,Pasolli_15265,LiuW_2016__SRR3992994__bin.12.fa,Pasolli,7
